2021-06-09 01:20:56.193 -INFO 17866 [ntLoopGroup-6-9] org.reflections.Reflections : Reflections took 53 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:20:56.999 -INFO 17866 [tLoopGroup-6-10] org.reflections.Reflections : Reflections took 16 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:20:57.082 -INFO 17866 [tLoopGroup-6-11] org.reflections.Reflections : Reflections took 18 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:21:39.080 -INFO 17866 [tLoopGroup-6-12] org.reflections.Reflections : Reflections took 44 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:21:39.418 -INFO 17866 [tLoopGroup-6-13] org.reflections.Reflections : Reflections took 25 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:21:39.476 -INFO 17866 [tLoopGroup-6-14] org.reflections.Reflections : Reflections took 16 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:09.056 -INFO 17866 [tLoopGroup-6-15] org.reflections.Reflections : Reflections took 26 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:09.340 -INFO 17866 [tLoopGroup-6-16] org.reflections.Reflections : Reflections took 27 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:09.431 -INFO 17866 [tLoopGroup-6-17] org.reflections.Reflections : Reflections took 34 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:52.816 -INFO 17866 [tLoopGroup-6-18] org.reflections.Reflections : Reflections took 15 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:52.944 -WARN 17866 [tLoopGroup-6-19] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:52.987 -WARN 17866 [tLoopGroup-6-21] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:52.990 -INFO 17866 [tLoopGroup-6-20] org.reflections.Reflections : Reflections took 18 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:53.010 -WARN 17866 [tLoopGroup-6-20] com.tsinghua.course.CourseApplication : null-CHAT_CHECK_RELATION-{"bizType":"CHAT_CHECK_RELATION","to_username":"test1"}-UserWarn002-com.tsinghua.course.Biz.Controller.ChatController$$EnhancerBySpringCGLIB$$2a72a652#chatGetChatRelation#-1/
2021-06-09 01:22:53.166 -INFO 17866 [tLoopGroup-6-22] org.reflections.Reflections : Reflections took 19 ms to scan 1 urls, producing 4 keys and 49 values 
2021-06-09 01:22:53.167 -WARN 17866 [tLoopGroup-6-22] com.tsinghua.course.CourseApplication : null-CHAT_CHECK_RELATION-{"bizType":"CHAT_CHECK_RELATION","to_username":"test1"}-UserWarn002-com.tsinghua.course.Biz.Controller.ChatController$$EnhancerBySpringCGLIB$$2a72a652#chatGetChatRelation#-1/
2021-06-09 01:22:53.661 -WARN 17866 [tLoopGroup-6-23] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:53.672 -WARN 17866 [tLoopGroup-6-24] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:56.401 -WARN 17866 [tLoopGroup-6-25] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:56.437 -WARN 17866 [tLoopGroup-6-26] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:59.592 -WARN 17866 [tLoopGroup-6-27] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:22:59.611 -WARN 17866 [tLoopGroup-6-28] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:04.641 -WARN 17866 [tLoopGroup-6-29] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:04.666 -WARN 17866 [tLoopGroup-6-30] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:09.667 -WARN 17866 [tLoopGroup-6-31] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:09.685 -WARN 17866 [tLoopGroup-6-32] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:14.687 -WARN 17866 [ntLoopGroup-6-1] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:14.705 -WARN 17866 [ntLoopGroup-6-2] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
2021-06-09 01:23:19.711 -WARN 17866 [ntLoopGroup-6-3] com.tsinghua.course.CourseApplication : null-null-{"EIO":"3","path":"/socket.io/","transport":"polling"}-SysError006-com.tsinghua.course.Biz.Handler.HttpHandler#channelRead0#87/
